,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
422,19,1,2,489,0,2,2,5,1,1,52,2,1,1,4,2,2564,18437,1,0,12,3,3,1,3,4,1,0,0,0
423,30,0,0,1398,2,22,4,4,3,0,69,3,3,7,1,1,8412,2890,0,0,11,3,3,10,3,3,9,8,7,8
424,57,0,2,210,2,29,3,2,1,1,56,2,4,3,4,0,14118,22102,3,0,12,3,3,32,3,2,1,0,0,0
425,50,0,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,28,2,3,27,10,15,7
426,30,0,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,12,2,2,11,7,6,7
427,60,0,1,1499,2,28,3,2,3,0,80,2,3,7,1,1,10266,2845,4,0,19,3,4,22,5,4,18,13,13,11
428,47,0,2,983,1,2,2,3,1,0,65,3,2,4,4,0,5070,7389,5,0,13,3,3,20,2,3,5,0,0,4
429,46,0,2,1009,1,2,3,1,1,1,51,3,4,5,3,1,17861,2288,6,0,13,3,3,26,2,1,3,2,0,1
430,35,0,2,144,1,22,3,1,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,6,2,3,5,4,4,3
431,54,0,2,548,1,8,4,1,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,19,3,3,1,0,0,0
432,34,0,2,1303,1,2,4,1,4,1,62,2,1,6,3,0,2768,8416,3,0,12,3,3,14,3,3,7,3,5,7
433,46,0,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,15,3,3,3,2,1,2
434,31,0,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,13,6,4,13,8,0,8
435,33,1,2,1277,1,15,1,3,2,1,56,3,3,3,3,1,13610,24619,7,1,12,3,4,15,2,4,7,6,7,7
436,33,1,2,587,1,10,1,3,1,1,38,1,1,2,4,0,3408,6705,7,0,13,3,1,8,2,3,4,3,1,3
437,30,0,2,413,2,7,1,2,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,4,3,3,3,2,1,2
438,35,0,2,1276,1,16,3,1,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,10,2,3,8,7,0,0
439,31,1,1,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,12,2,3,1,0,0,0
440,34,1,1,988,0,23,3,0,2,0,43,3,3,1,1,0,9950,11533,9,1,15,3,3,11,2,3,3,2,0,2
441,42,0,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,8,4,3,2,2,2,0
442,36,0,0,635,2,10,4,3,2,1,32,3,3,7,4,2,9980,15318,1,0,14,3,4,10,3,2,10,3,9,7
443,22,1,1,1368,1,4,1,5,3,1,99,2,1,2,3,2,3894,9129,5,0,16,3,3,4,3,3,2,2,1,2
444,48,0,2,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,3,1,14,2,3,9,7,6,7
445,55,0,2,1117,2,18,5,1,1,0,83,3,4,3,2,2,16835,9873,3,0,23,4,4,37,2,3,10,9,7,7
446,41,0,0,267,2,10,2,1,4,1,56,3,2,7,4,2,6230,13430,7,0,14,3,4,16,3,3,14,3,1,10
447,35,0,2,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,15,2,3,11,9,6,9
448,40,0,2,302,1,6,3,1,2,0,75,3,4,4,3,2,13237,20364,7,0,15,3,3,22,3,3,20,6,5,13
449,39,0,1,443,1,8,1,1,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,8,3,3,8,3,0,7
450,31,0,2,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,10,2,4,6,5,0,5
451,42,0,2,319,1,24,3,3,4,1,56,3,3,4,1,1,7406,6950,1,1,21,4,4,10,5,2,10,9,5,8
452,45,0,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,9,3,4,8,7,3,7
453,26,1,1,426,0,17,4,1,2,0,58,3,1,1,3,0,2741,22808,0,1,11,3,2,8,2,2,7,7,1,0
454,29,0,2,232,1,19,3,5,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,8,2,4,3,2,1,2
455,33,0,2,922,1,1,5,3,1,0,95,4,4,5,3,0,16184,22578,4,0,19,3,3,10,2,3,6,1,0,5
456,31,0,2,688,2,7,3,1,3,1,44,2,3,3,4,0,11557,25291,9,0,21,4,3,10,3,2,5,4,0,1
457,18,1,1,1306,2,5,3,2,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,3,3,0,0,0,0
458,40,0,0,1094,2,28,3,4,3,1,58,1,3,7,1,0,10932,11373,3,0,15,3,3,20,2,3,1,0,0,1
459,41,0,0,509,1,2,4,4,1,0,62,2,2,0,3,2,6811,2112,2,1,17,3,1,10,3,3,8,7,0,7
460,26,0,2,775,2,29,2,3,1,1,45,3,2,7,3,0,4306,4267,5,0,12,3,1,8,5,3,0,0,0,0
461,35,0,2,195,2,1,3,3,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,5,3,3,5,4,0,3
462,34,0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,10,3,3,10,7,5,7
463,26,1,2,471,1,24,3,5,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,1,3,1,1,0,0,0
464,37,0,2,799,1,1,3,5,2,0,59,3,3,4,4,2,7491,23848,4,0,17,3,4,12,3,4,6,5,1,2
465,46,0,1,1034,1,18,1,3,1,0,86,3,3,0,3,1,10527,8984,5,0,11,3,4,28,3,2,2,2,1,2
466,41,0,2,1276,2,2,5,1,2,0,91,3,4,3,1,1,16595,5626,7,0,16,3,2,22,2,3,18,16,11,8
467,37,0,0,142,2,9,4,3,1,1,69,3,3,7,2,0,8834,24666,1,0,13,3,4,9,6,3,9,5,7,7
468,52,0,2,956,1,6,2,5,4,1,78,3,2,6,1,0,5577,22087,3,1,12,3,2,18,3,3,10,9,6,9
469,32,1,0,1474,2,11,4,4,4,1,60,4,2,7,3,1,4707,23914,8,0,12,3,4,6,2,3,4,2,1,2
470,24,0,1,535,2,24,3,3,4,1,38,3,1,8,4,1,2400,5530,0,0,13,3,3,3,3,3,2,2,2,1
471,38,0,2,1495,1,10,3,3,3,0,76,3,2,0,3,1,9824,22174,3,0,19,3,3,18,4,3,1,0,0,0
472,37,0,2,446,1,1,4,1,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,8,2,2,6,5,4,3
473,49,0,2,1245,1,18,4,1,4,1,58,2,5,5,3,0,19502,2125,1,1,17,3,3,31,5,3,31,9,0,9
474,24,0,2,691,1,23,3,3,2,1,89,4,1,6,4,1,2725,21630,1,1,11,3,2,6,3,3,6,5,1,4
475,26,0,2,703,2,28,2,2,1,1,66,3,2,7,2,1,6272,7428,1,0,20,4,4,6,5,4,5,3,1,4
476,24,0,2,823,1,17,2,4,4,1,94,2,1,2,2,1,2127,9100,1,0,21,4,4,1,2,3,1,0,0,0
477,50,0,1,1246,0,3,3,3,1,1,99,3,5,3,2,1,18200,7999,1,0,11,3,3,32,2,3,32,5,10,7
478,25,0,2,622,2,13,1,3,2,1,40,3,1,8,3,1,2096,26376,1,0,11,3,3,7,1,3,7,4,0,6
479,24,1,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,6,4,3,6,3,1,2
480,30,1,1,448,2,12,4,1,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,2,4,1,0,0,0
481,34,0,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,6,3,3,6,5,1,3
482,31,1,2,1365,2,13,4,3,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,9,2,1,3,1,1,2
483,35,0,2,538,1,25,2,4,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,9,3,3,3,2,0,2
484,31,0,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,13,4,4,7,7,5,7
485,27,0,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,6,5,2,5,3,0,3
486,37,0,2,558,2,2,3,2,4,1,75,3,2,7,3,1,9602,3010,4,1,11,3,3,17,3,2,3,0,1,0
487,20,0,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,1,0,4,1,0,0,0
488,42,0,2,622,1,2,4,1,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,10,4,3,10,2,2,2
489,43,0,2,782,1,6,4,4,2,1,50,2,4,5,4,0,16627,2671,4,1,14,3,3,21,3,2,1,0,0,0
490,38,0,2,362,1,1,1,1,3,0,43,3,1,6,1,2,2619,14561,3,0,17,3,4,8,3,2,0,0,0,0
491,43,0,1,1001,1,9,5,3,4,1,72,3,2,2,3,0,5679,19627,3,1,13,3,2,10,3,3,8,7,4,7
492,48,0,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,21,3,1,3,2,0,2
493,44,0,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,10,1,4,2,2,0,2
494,34,0,2,204,2,14,3,5,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,8,3,3,8,2,0,6
495,27,1,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,5,3,3,4,3,0,2
496,21,0,2,1343,2,22,1,5,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,3,2,3,3,2,1,2
497,44,0,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,26,2,4,2,2,0,1
498,22,0,2,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,3,3,3,2,2,2,2
499,33,0,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,6,3,3,5,0,1,2
500,32,0,2,646,1,9,4,1,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,6,2,2,6,4,0,5
501,30,0,1,160,1,3,3,3,3,0,71,3,1,6,3,0,2083,22653,1,0,20,4,3,1,2,3,1,0,0,0
502,53,0,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,18,2,4,14,7,8,10
503,34,0,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,10,4,2,10,9,8,8
504,45,1,1,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,5,4,3,1,1,0,0
505,26,0,2,991,1,6,3,1,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,3,2,3,3,2,0,2
506,37,0,2,482,1,3,3,4,3,1,36,3,3,4,3,1,9434,9606,1,0,15,3,3,10,2,3,10,7,7,8
507,29,0,2,1176,2,3,2,3,2,0,62,3,2,7,3,1,5561,3487,1,0,14,3,1,6,5,2,6,0,1,2
508,35,0,2,1017,1,6,4,1,2,1,82,1,2,6,4,2,6646,19368,1,0,13,3,2,17,3,3,17,11,11,8
509,33,0,1,1296,1,6,3,1,3,1,30,3,2,0,4,0,7725,5335,3,0,23,4,3,15,2,1,13,11,4,7
510,54,0,2,397,0,19,4,3,3,1,88,3,3,1,2,1,10725,6729,2,0,15,3,3,16,1,4,9,7,7,1
511,36,0,2,913,1,9,2,3,2,1,48,2,2,4,2,0,8847,13934,2,1,11,3,3,13,2,3,3,2,0,2
512,27,0,2,1115,1,3,4,3,1,1,54,2,1,6,4,2,2045,15174,0,0,13,3,4,5,0,3,4,2,1,1
513,20,1,2,1362,1,10,1,3,4,1,32,3,1,6,3,2,1009,26999,1,1,11,3,4,1,5,3,1,0,1,1
514,33,1,1,1076,1,3,3,1,1,1,70,3,1,6,1,2,3348,3164,1,1,11,3,1,10,3,3,10,8,9,7
515,35,0,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,1,3,3,1,0,0,0
516,23,0,2,885,1,4,3,3,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,5,3,4,3,2,0,2
517,25,0,2,810,2,8,3,1,4,1,57,4,2,7,2,1,4851,15678,0,0,22,4,3,4,4,3,3,2,1,2
518,38,0,2,243,2,7,4,2,4,0,46,2,2,7,4,2,4028,7791,0,0,20,4,1,8,2,3,7,7,0,5
519,29,0,1,806,1,1,4,1,2,1,76,1,1,6,4,0,2720,18959,1,0,18,3,4,10,5,3,10,7,2,8
520,48,0,2,817,2,2,1,2,2,1,56,4,2,7,2,1,8120,18597,3,0,12,3,4,12,3,3,2,2,2,2
521,27,0,1,1410,2,3,1,3,4,0,71,4,2,7,4,0,4647,16673,1,1,20,4,2,6,3,3,6,5,0,4
522,37,0,2,1225,1,10,2,1,4,1,80,4,1,6,4,2,4680,15232,3,0,17,3,1,4,2,3,1,0,0,0
523,50,0,2,1207,1,28,1,3,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,20,3,3,20,8,3,8
524,34,0,2,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,9,3,4,8,7,7,7
525,24,1,2,693,2,3,2,1,1,0,65,3,2,7,3,2,4577,24785,9,0,14,3,1,4,3,3,2,2,2,0
526,39,0,2,408,1,2,4,5,4,0,80,2,2,0,3,2,4553,20978,1,0,11,3,1,20,4,3,20,7,11,10
527,32,0,2,929,2,10,3,2,4,1,55,3,2,7,4,2,5396,21703,1,0,12,3,4,10,2,2,10,7,0,8
528,50,1,1,562,2,8,2,5,2,1,50,3,2,7,3,1,6796,23452,3,1,14,3,1,18,4,3,4,3,1,3
529,38,0,2,827,1,1,4,1,2,0,33,4,2,0,4,2,7625,19383,0,0,13,3,3,10,4,2,9,7,1,8
530,27,0,2,608,1,1,2,1,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,9,3,3,9,7,0,7
531,32,0,2,1018,1,3,2,1,3,0,39,3,3,5,4,2,11159,19373,3,0,15,3,4,10,6,3,7,7,7,7
532,47,0,2,703,2,14,4,2,4,1,42,3,2,7,1,2,4960,11825,2,0,12,3,4,20,2,3,7,7,1,7
533,40,0,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,20,2,3,18,13,1,12
534,53,0,2,970,1,7,3,1,3,1,59,4,4,5,3,1,14814,13514,3,0,19,3,3,32,3,3,5,1,1,3
535,41,0,2,427,0,10,4,0,2,1,73,2,5,3,4,0,19141,8861,3,0,15,3,2,23,2,2,21,6,12,6
536,60,0,2,1179,2,16,4,2,1,1,84,3,2,7,1,2,5405,11924,8,0,14,3,4,10,1,3,2,2,2,2
537,27,0,1,294,1,10,2,1,4,1,32,3,3,4,1,0,8793,4809,1,0,21,4,3,9,4,2,9,7,1,7
538,41,0,2,314,0,1,3,0,4,1,59,2,5,3,3,1,19189,19562,1,0,12,3,2,22,3,3,22,7,2,10
539,50,0,2,316,2,8,4,2,4,1,54,3,1,8,2,1,3875,9983,7,0,15,3,4,4,2,3,2,2,2,2
540,28,1,2,654,1,1,2,1,1,0,67,1,1,6,2,2,2216,3872,7,1,13,3,4,10,4,3,7,7,3,7
541,36,0,0,427,1,8,3,1,1,0,63,4,3,5,1,1,11713,20335,9,0,14,3,1,10,2,3,8,7,0,5
542,38,0,2,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,10,4,4,1,0,0,0
543,44,0,0,381,1,24,3,3,1,1,49,1,1,2,3,2,3708,2104,2,0,14,3,3,9,5,3,5,2,1,4
544,47,0,1,217,2,3,3,3,4,0,49,3,4,7,3,0,13770,10225,9,1,12,3,4,28,2,2,22,2,11,13
545,30,0,2,501,2,27,5,2,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,4,10,2,2,8,7,7,7
546,29,0,2,1396,2,10,3,1,3,1,99,3,1,8,3,2,2642,2755,1,0,11,3,3,1,6,3,1,0,0,0
547,42,1,1,933,1,19,3,3,3,1,57,4,1,6,3,0,2759,20366,6,1,12,3,4,7,2,3,2,2,2,2
548,43,0,1,775,2,15,3,1,4,1,47,2,2,7,4,1,6804,23683,3,0,18,3,3,7,5,3,2,2,2,2
549,34,0,2,970,1,8,2,3,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,10,2,3,5,1,4,3
550,23,0,2,650,1,9,1,3,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,5,2,4,4,3,0,2
551,39,0,2,141,0,3,3,0,3,0,44,4,2,1,2,1,6389,18767,9,0,15,3,3,12,3,1,8,3,3,6
552,56,0,2,832,1,9,3,3,3,1,81,3,4,0,4,1,11103,20420,7,0,11,3,3,30,1,2,10,7,1,1
553,40,0,2,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,4,5,2,2,4,2,2,3
554,27,0,2,975,1,7,3,3,4,0,55,2,2,0,1,2,6811,23398,8,0,19,3,1,9,2,1,7,6,0,7
555,29,0,2,1090,2,10,3,2,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,3,2,2,2,2
556,53,0,2,346,1,6,3,1,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,19,4,3,2,2,2,2
557,35,0,0,1225,1,2,4,1,4,0,61,3,2,0,1,0,5093,4761,2,0,11,3,1,16,2,4,1,0,0,0
558,32,0,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,10,2,3,10,8,4,7
559,38,0,2,268,1,2,5,3,4,1,92,3,1,6,3,1,3057,20471,6,1,13,3,2,6,0,1,1,0,0,1
560,34,0,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,7,3,3,0,0,0,0
561,52,0,2,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,34,3,4,34,6,1,16
562,33,1,2,527,1,1,4,4,4,1,63,3,1,6,4,2,2686,5207,1,1,13,3,3,10,2,2,10,9,7,8
563,25,0,2,883,2,26,1,3,3,0,32,3,2,7,4,2,6180,22807,1,0,23,4,2,6,5,2,6,5,1,4
564,45,0,2,954,2,2,2,5,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,9,3,3,8,7,3,1
565,23,0,2,310,1,10,1,3,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,2,3,3,2,2,0,2
566,47,1,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,8,2,3,5,4,1,3
567,34,0,2,304,2,2,3,4,4,1,60,3,2,7,4,2,6274,18686,1,0,22,4,3,6,5,3,6,5,1,4
568,55,1,2,725,1,2,3,3,4,1,78,3,5,3,1,1,19859,21199,5,1,13,3,4,24,2,3,5,2,1,4
569,36,0,0,1434,2,8,4,1,1,1,76,2,3,7,1,2,7587,14229,1,0,15,3,2,10,1,3,10,7,0,9
570,52,0,0,715,1,19,4,3,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,5,3,3,4,3,1,2
571,26,0,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,5,2,3,2,2,2,0
572,29,0,2,657,1,27,3,3,2,0,66,3,2,0,3,1,4335,25549,4,0,12,3,1,11,3,2,8,7,1,1
573,26,1,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,6,2,2,4,3,1,2
574,34,0,2,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,10,2,3,4,2,1,3
575,54,0,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,9,4,3,5,3,1,4
576,27,0,1,829,2,8,1,2,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,5,3,3,4,2,1,1
577,37,0,2,571,1,10,1,1,4,0,82,3,1,6,1,0,2782,19905,0,1,13,3,2,6,3,2,5,3,4,3
578,38,0,1,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,3,4,17,2,3,15,7,4,12
579,34,0,2,121,1,2,4,3,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,6,3,3,6,5,1,3
580,35,0,2,384,2,8,4,1,1,0,72,3,1,8,4,1,2572,20317,1,0,16,3,2,3,1,2,3,2,0,2
581,30,0,2,921,1,1,3,1,4,1,38,1,1,2,3,1,3833,24375,3,0,21,4,3,7,2,3,2,2,0,2
582,40,0,1,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,4,8,2,3,8,7,3,7
583,34,0,2,1111,2,8,2,1,3,0,93,3,2,7,1,1,6500,13305,5,0,17,3,2,6,1,3,3,2,1,2
584,42,0,1,570,1,8,3,1,2,1,66,3,5,3,4,0,18430,16225,1,0,13,3,2,24,4,2,24,7,14,9
585,23,1,2,1243,1,6,3,1,3,1,63,4,1,2,1,1,1601,3445,1,1,21,4,3,1,2,3,0,0,0,0
586,24,0,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,1,4,3,1,0,0,0
587,52,0,2,1325,1,11,4,1,4,0,82,3,2,2,3,1,3149,21821,8,0,20,4,2,9,3,3,5,2,1,4
588,50,0,2,691,1,2,3,3,3,1,64,3,4,5,3,1,17639,6881,5,0,16,3,4,30,3,3,4,3,0,3
589,29,1,2,805,1,1,2,1,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,3,1,0,0,0
590,33,0,2,213,1,7,3,3,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,14,3,4,13,9,3,7
591,33,1,2,118,2,16,3,2,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,3,6,3,3,3,2,0,2
592,47,0,2,202,1,2,2,4,3,0,33,3,4,3,4,1,16752,12982,1,1,11,3,3,26,3,2,26,14,3,0
593,36,0,2,676,1,1,3,4,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,10,2,3,9,7,0,5
594,29,0,2,1252,1,23,2,1,3,1,81,4,1,6,3,1,2700,23779,1,0,24,4,3,10,3,3,10,7,0,7
595,58,1,2,286,1,2,4,1,4,1,31,3,5,5,2,2,19246,25761,7,1,12,3,4,40,2,3,31,15,13,8
596,35,0,2,1258,1,1,4,1,4,0,40,4,1,6,3,2,2506,13301,3,0,13,3,3,7,0,3,2,2,2,2
597,42,0,2,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,3,4,8,4,3,4,3,0,2
598,28,1,2,890,1,2,4,3,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,5,3,2,2,2,2,1
599,36,0,2,1041,0,13,3,0,3,1,36,3,1,1,2,1,2143,25527,4,0,13,3,2,8,2,3,5,2,0,4
600,32,0,2,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,3,14,3,3,14,13,6,8
601,40,0,1,720,1,16,4,3,1,1,51,2,2,2,3,2,5094,11983,6,0,14,3,4,10,6,3,1,0,0,0
602,30,0,2,946,1,2,3,3,3,0,52,2,2,4,4,2,6877,20234,5,1,24,4,2,12,4,2,0,0,0,0
603,45,0,2,252,1,2,3,1,2,0,95,2,1,6,3,2,2274,6153,1,0,14,3,4,1,3,3,1,0,0,0
604,42,0,2,933,1,29,3,1,2,1,98,3,2,4,2,1,4434,11806,1,0,13,3,4,10,3,2,9,8,7,8
605,38,0,1,471,1,12,3,1,1,1,45,2,2,0,1,0,6288,4284,2,0,15,3,3,13,3,2,4,3,1,2
606,34,0,1,702,1,16,4,1,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,3,6,3,3,5,2,1,3
607,49,1,2,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,3,1,9,3,4,9,8,7,7
608,55,1,2,436,2,2,1,3,3,1,37,3,2,7,4,2,5160,21519,4,0,16,3,3,12,3,2,9,7,7,3
609,43,0,2,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,4,3,22,3,3,4,1,1,0
610,27,0,2,269,1,5,1,5,3,1,42,2,3,5,4,0,12808,8842,1,1,16,3,2,9,3,3,9,8,0,8
611,35,0,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,17,3,4,8,5,1,6
612,28,0,2,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,8,2,3,8,7,7,5
613,34,0,2,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,4,1,1,3,2,0,2
614,26,1,1,887,1,5,2,3,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,8,2,3,8,7,1,7
615,27,0,0,443,1,3,3,3,4,1,50,3,1,6,4,1,1706,16571,1,0,11,3,3,0,6,2,0,0,0,0
616,51,0,2,1318,2,26,4,2,1,0,66,3,4,3,3,1,16307,5594,2,0,14,3,3,29,2,2,20,6,4,17
617,44,0,2,625,1,4,3,3,4,1,50,3,2,0,2,2,5933,5197,9,0,12,3,4,10,2,2,5,2,2,3
618,25,0,2,180,1,2,1,3,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,3,6,3,2,4,3,0,1
619,33,0,2,586,2,1,3,3,1,1,48,4,2,7,1,0,4037,21816,1,0,22,4,1,9,5,3,9,8,0,8
620,35,0,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,6,3,2,6,5,1,1
621,36,0,2,928,2,1,2,1,2,1,56,3,2,7,4,1,6201,2823,1,1,14,3,4,18,1,2,18,14,4,11
622,32,0,2,117,2,13,4,1,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,8,3,2,5,2,0,3
623,30,0,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,10,3,2,5,4,0,3
624,53,0,2,661,2,7,2,2,1,0,78,2,3,7,4,1,10934,20715,7,1,18,3,4,35,3,3,5,2,0,4
625,45,0,2,930,2,9,3,2,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,18,2,3,5,4,0,2
626,32,0,2,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,9,3,2,5,3,1,3
627,52,0,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,31,3,3,9,8,0,0
628,37,0,2,342,2,16,4,2,4,1,66,2,2,7,3,0,6334,24558,4,0,19,3,4,9,2,3,1,0,0,0
629,28,0,2,1169,0,8,2,3,2,1,63,2,1,1,4,0,4936,23965,1,0,13,3,4,6,6,3,5,1,0,4
630,22,0,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,4,2,1,2,2,2,2
631,44,0,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,10,2,2,3,2,0,2
632,42,0,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,8,2,3,2,1,2,2
633,36,0,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,6,3,3,5,4,0,3
634,25,0,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,5,3,3,5,3,0,3
